,Peak_Amplitude_[pA],group,cell_ID,extras_path
485020,-15.1630096435546,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485021,-29.682746887207,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485022,-14.0750331878662,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485023,-18.6148300170898,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485024,-29.497049331665,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485025,-27.3069267272949,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485026,-16.2625732421875,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485027,-19.4791374206542,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485028,-27.3948516845703,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485029,-15.8487224578857,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485030,-26.9205875396728,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485031,-13.6602878570556,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485033,-56.067325592041,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485034,-22.1198768615722,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485035,-19.9796924591064,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485036,-64.285415649414,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485037,-13.5465087890625,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485038,-27.0160827636718,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485039,-36.6724205017089,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485040,-15.1478576660156,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485041,-25.9109687805175,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
485042,-28.9384498596191,stimulated_24h,C5_Cell30,stimulated_24h\C5_Cell30.xlsx
490000,-13.998571395874,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490001,-18.4116859436035,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490002,-14.3074264526367,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490003,-61.307388305664,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490004,-20.1338272094726,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490005,-21.6391696929931,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490006,-19.2421073913574,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490007,-16.7297706604003,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490008,-15.4551334381103,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490009,-14.8611707687377,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490010,-17.8055610656738,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490011,-16.4259967803955,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490012,-18.0108890533447,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490013,-24.9947643280029,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490014,-13.5874786376953,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490015,-16.9437751770019,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490017,-16.0837745666503,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490018,-16.8319244384765,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490021,-17.785509109497,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490022,-18.3099632263183,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490023,-23.8417930603027,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490024,-13.9095439910888,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490025,-13.9548892974853,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490027,-16.3751144409179,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490028,-17.5859432220458,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490029,-28.0949401855468,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490030,-15.3659019470214,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490031,-22.9262313842773,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490032,-17.3953895568847,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490033,-20.8757705688476,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490034,-29.1640605926513,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490035,-18.4497089385986,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490036,-22.1332893371582,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490037,-18.5864086151123,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490038,-13.0637607574462,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490040,-26.4535503387451,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490041,-15.2087850570678,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490042,-14.0693254470825,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490043,-19.7896976470947,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490044,-17.5874805450439,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490045,-24.7415714263916,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490046,-18.1151046752929,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490047,-34.0652275085449,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490048,-20.5845718383789,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490049,-15.6853628158569,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490050,-19.0808734893798,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490051,-18.0403594970703,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490052,-18.0297737121582,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490053,-16.3014049530029,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490054,-20.5286865234375,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490055,-16.6739826202392,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490056,-19.5230617523193,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490057,-21.2413501739501,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490058,-15.0966138839721,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
495000,-46.0672378540039,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495001,-12.9287929534912,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495002,-19.3118267059326,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495003,-17.6361255645751,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495004,-23.3704490661621,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495005,-14.7776956558227,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495006,-16.5656719207763,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495007,-49.4514846801757,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495008,-41.1507911682128,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495009,-17.655948638916,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495010,-13.6448535919189,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495012,-27.1081027984619,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495013,-22.7863750457763,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495015,-37.688419342041,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495016,-58.2002487182617,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495017,-15.0086755752563,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495018,-28.7219314575195,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495019,-79.5900344848632,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495020,-17.073143005371,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495021,-36.2008209228515,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495022,-23.6612205505371,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495023,-38.0406036376953,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495024,-49.9037246704101,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495026,-40.4504470825195,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495027,-18.434455871582,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495028,-39.7509765625,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495029,-50.6812324523925,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495030,-17.3719425201416,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495031,-29.9232006072998,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495032,-22.7345829010009,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495033,-19.7585735321044,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495034,-41.1093559265136,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495035,-48.35200881958,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495036,-19.2583293914794,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495037,-20.5750789642333,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495038,-17.3155517578125,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495039,-24.9471797943115,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495040,-49.7814598083496,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495041,-31.3913745880126,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495042,-17.0445232391357,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495043,-20.9305801391601,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495044,-15.4685668945312,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495045,-54.4466133117675,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495046,-25.2538146972656,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495047,-17.8348369598388,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495048,-49.4786338806152,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495049,-17.9596214294433,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495050,-13.9260244369506,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495052,-64.674087524414,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495053,-19.7955741882324,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495054,-43.2259521484375,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495055,-14.3539476394653,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495057,-12.5743808746337,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495059,-22.0948028564453,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495060,-16.1263389587402,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495061,-22.9051856994628,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495062,-19.8477249145507,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495063,-32.5959510803222,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495064,-22.7644481658935,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495065,-52.4354209899902,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495066,-13.4259033203125,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495067,-23.895767211914,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495068,-30.1047744750976,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495069,-16.9778385162353,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495070,-20.3680095672607,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495071,-30.2327766418457,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495072,-14.4849195480346,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495074,-15.848895072937,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495075,-31.6647186279296,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495076,-39.5129356384277,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495077,-17.0046672821044,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495078,-31.1747665405273,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495079,-17.5753002166748,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495080,-31.3328552246093,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495081,-35.9086380004882,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495082,-20.3943214416503,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495083,-36.1291275024414,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495084,-39.2456665039062,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495085,-35.6095809936523,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495086,-15.601824760437,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495087,-21.9362449645996,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495088,-14.7997035980224,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
500000,-20.6456718444824,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500001,-16.9253463745117,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500003,-18.2330627441406,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500004,-23.2097187042236,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500005,-17.4329795837402,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500006,-21.8216743469238,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500007,-15.8701543807983,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500008,-39.1458663940429,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500009,-25.935676574707,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500010,-45.471508026123,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500011,-18.6280155181884,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500012,-23.4286041259765,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500013,-28.2368278503417,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500014,-35.3014678955078,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500015,-49.6836738586425,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500016,-14.48828125,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500017,-17.5069999694824,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500018,-31.4487514495849,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500019,-17.110969543457,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500020,-15.6690988540649,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500021,-20.6339817047119,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500022,-13.8861865997314,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500024,-13.8414211273193,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500026,-14.2249374389648,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500027,-54.6934547424316,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500028,-34.2720260620117,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500029,-24.3865089416503,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500030,-13.4269514083862,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
500032,-20.2142791748046,stimulated_24h,C6_Cell33,stimulated_24h\C6_Cell33.xlsx
